date,cocoa_price_euro,Brent_Price,precipitation,soil_moisture
2016-11-24,420.33,47.54,2.88,0.59
2016-11-23,432.33,46.54,3.34,0.58
2016-11-22,436.0,46.1,3.72,0.58
2016-11-21,425.67,45.96,2.22,0.57
2016-11-18,416.67,44.41,0.25,0.59
2016-11-17,419.67,44.57,0.4,0.59
2016-11-16,414.0,45.07,2.65,0.6
2016-11-15,395.67,44.15,4.99,0.6
2016-11-14,406.0,41.83,5.38,0.59
2016-11-11,469.33,41.61,0.18,0.59
2016-11-10,450.0,43.67,0.06,0.59
2016-11-09,459.0,43.88,0.12,0.6
2016-11-08,473.67,43.47,0.17,0.61
2016-11-07,462.67,42.83,0.54,0.61
2016-11-04,558.67,43.06,2.56,0.62
2016-11-03,646.33,43.84,2.5,0.62
2016-11-02,653.0,44.26,2.73,0.62
2016-11-01,642.67,,4.55,0.62
2016-10-31,665.33,46.2,4.25,0.62
2016-10-28,674.67,47.78,1.12,0.62
2016-10-27,654.0,49.13,0.88,0.62
2016-10-26,686.67,48.98,1.08,0.63
2016-10-25,668.0,49.08,0.5,0.64
2016-10-24,649.67,49.8,0.29,0.65
2016-10-21,661.33,50.28,5.49,0.65
2016-10-20,655.0,50.42,3.35,0.66
2016-10-19,662.0,51.85,4.3,0.66
2016-10-18,643.67,49.81,7.07,0.66
2016-10-17,641.67,49.31,4.41,0.66
2016-10-14,670.0,48.87,7.45,0.66
2016-10-13,658.67,49.29,3.38,0.66
2016-10-12,614.67,49.53,5.37,0.68
2016-10-11,644.33,50.48,2.83,0.7
2016-10-10,635.33,51.54,5.59,0.73
2016-10-07,739.67,50.49,6.05,0.63
2016-10-06,750.33,50.14,7.54,0.63
2016-10-05,789.67,49.57,3.4,0.64
2016-10-04,769.33,48.81,3.29,0.65
2016-10-03,758.33,48.61,4.64,0.66
2016-09-30,742.67,48.24,3.35,0.67
2016-09-29,710.67,48.43,12.27,0.68
2016-09-28,799.67,45.49,4.74,0.69
2016-09-27,844.0,44.95,20.85,0.71
2016-09-26,822.0,46.61,65.97,0.61
2016-09-23,824.67,46.71,6.67,0.59
2016-09-22,900.67,47.21,9.36,0.59
2016-09-21,847.33,45.99,8.85,0.58
2016-09-20,838.0,45.24,3.46,0.57
2016-09-19,846.33,46.04,3.72,0.58
2016-09-16,794.33,45.26,3.99,0.59
2016-09-15,822.67,45.83,8.36,0.59
2016-09-14,802.0,45.65,4.35,0.58
2016-09-13,774.33,46.48,1.17,0.58
2016-09-12,780.67,47.82,3.24,0.59
2016-09-09,747.33,48.37,3.56,0.59
2016-09-08,862.0,49.23,4.58,0.6
2016-09-07,887.33,47.0,4.44,0.6
2016-09-06,904.67,46.21,8.83,0.61
2016-09-05,893.17,46.72,13.71,0.59
2016-09-02,881.67,45.96,3.45,0.61
2016-09-01,869.67,45.05,3.72,0.62
2016-08-31,888.0,47.94,15.41,0.62
2016-08-30,877.0,47.94,7.53,0.62
2016-08-29,912.33,49.66,7.2,0.63
2016-08-26,993.67,49.66,4.7,0.56
2016-08-25,10.67,49.25,10.13,0.55
2016-08-24,5.67,47.56,6.79,0.55
2016-08-23,29.0,48.7,4.49,0.55
2016-08-22,973.33,48.1,2.16,0.56
2016-08-19,72.33,49.39,14.02,0.56
2016-08-18,86.67,49.46,8.45,0.55
2016-08-17,51.0,48.58,7.69,0.54
2016-08-16,34.0,48.27,1.74,0.55
2016-08-15,992.33,47.31,17.03,0.55
2016-08-12,973.33,45.12,3.63,0.52
2016-08-11,985.67,44.23,2.06,0.52
2016-08-10,1.67,42.19,9.42,0.52
2016-08-09,948.67,43.37,4.19,0.51
2016-08-08,984.0,43.24,1.6,0.52
2016-08-05,981.0,42.47,2.28,0.52
2016-08-04,958.0,41.33,5.24,0.52
2016-08-03,969.67,40.45,5.69,0.52
2016-08-02,875.33,40.0,2.11,0.52
2016-08-01,911.67,40.17,1.79,0.53
2016-07-29,826.33,40.76,5.04,0.54
2016-07-28,852.67,41.87,3.19,0.55
2016-07-27,853.0,42.78,3.35,0.55
2016-07-26,849.67,43.56,6.8,0.56
2016-07-25,854.0,43.76,36.9,0.53
2016-07-22,883.67,44.24,0.14,0.52
2016-07-21,915.33,44.99,1.39,0.53
2016-07-20,956.67,45.82,2.47,0.53
2016-07-19,986.0,45.7,12.99,0.54
2016-07-18,63.67,45.35,12.62,0.52
2016-07-15,42.33,46.25,5.47,0.51
2016-07-14,129.67,46.01,4.87,0.51
2016-07-13,110.33,44.67,1.5,0.51
2016-07-12,84.67,46.72,2.1,0.52
2016-07-11,68.0,44.04,7.45,0.52
2016-07-08,64.67,44.53,2.23,0.52
2016-07-07,71.0,45.93,3.1,0.52
2016-07-06,54.67,45.7,3.48,0.53
2016-07-05,31.33,45.64,2.23,0.54
2016-07-04,997.67,48.02,14.21,0.53
2016-07-01,964.0,47.65,5.97,0.52
2016-06-30,940.67,48.05,6.19,0.52
2016-06-29,0.67,48.4,1.83,0.52
2016-06-28,972.0,46.29,8.46,0.52
2016-06-27,961.0,45.07,5.28,0.52
2016-06-24,986.0,46.69,10.54,0.53
2016-06-23,154.33,48.63,7.17,0.53
2016-06-22,131.33,48.43,8.86,0.52
2016-06-21,119.0,48.18,9.48,0.52
2016-06-20,100.0,48.68,9.02,0.52
2016-06-17,40.67,46.57,11.86,0.55
2016-06-16,996.0,45.66,5.02,0.54
2016-06-15,90.67,47.47,0.61,0.55
2016-06-14,105.67,47.88,5.79,0.58
2016-06-13,114.33,49.36,42.65,0.53
2016-06-10,101.67,49.7,8.51,0.51
2016-06-09,91.33,50.59,11.83,0.49
2016-06-08,90.0,50.73,8.61,0.48
2016-06-07,75.0,49.76,3.47,0.48
2016-06-06,41.67,48.94,12.47,0.47
2016-06-03,11.0,48.5,4.34,0.48
2016-06-02,34.67,49.05,6.36,0.48
2016-06-01,10.67,48.81,4.31,0.48
2016-05-31,28.67,49.26,3.91,0.5
2016-05-27,971.33,49.09,13.87,0.49
2016-05-26,934.0,49.52,8.02,0.47
2016-05-25,931.33,48.87,14.59,0.46
2016-05-24,961.67,48.42,6.48,0.45
2016-05-23,968.0,47.77,2.77,0.45
2016-05-20,924.33,48.54,2.22,0.45
2016-05-19,894.0,47.01,0.15,0.45
2016-05-18,935.67,48.93,6.25,0.46
2016-05-17,897.33,48.71,21.95,0.45
2016-05-16,925.33,48.49,4.23,0.42
2016-05-13,965.33,47.05,5.12,0.43
2016-05-12,6.0,46.43,6.6,0.42
2016-05-11,69.0,46.08,2.18,0.41
2016-05-10,95.67,44.01,0.93,0.41
2016-05-09,81.67,42.43,2.53,0.41
2016-05-06,72.67,44.6,5.82,0.41
2016-05-05,154.67,44.39,0.32,0.41
2016-05-04,171.67,43.08,0.26,0.41
2016-05-03,194.67,43.09,0.65,0.41
2016-05-02,211.67,45.82,2.02,0.41
2016-04-29,217.33,45.64,0.83,0.42
2016-04-28,164.0,45.6,3.0,0.42
2016-04-27,178.33,44.17,2.16,0.41
2016-04-26,194.67,43.94,1.16,0.42
2016-04-25,154.33,42.97,0.61,0.42
2016-04-22,140.67,43.97,0.03,0.44
2016-04-21,75.0,43.48,1.11,0.45
2016-04-20,68.0,43.09,1.02,0.45
2016-04-19,64.67,43.02,1.33,0.46
2016-04-18,19.67,41.64,4.77,0.47
2016-04-15,963.67,41.32,11.15,0.47
2016-04-14,974.0,43.02,4.64,0.46
2016-04-13,936.33,42.81,7.7,0.46
2016-04-12,940.67,43.02,5.98,0.46
2016-04-11,924.0,41.58,7.56,0.45
2016-04-08,878.0,40.71,2.15,0.44
2016-04-07,858.33,37.15,2.16,0.44
2016-04-06,905.0,37.77,5.66,0.44
2016-04-05,886.67,35.88,8.8,0.42
2016-04-04,863.33,36.05,2.95,0.41
2016-04-01,897.0,36.42,1.99,0.42
2016-03-31,948.67,36.75,0.96,0.42
2016-03-30,974.33,36.75,1.49,0.42
2016-03-29,973.0,36.75,0.6,0.42
2016-03-28,967.0,38.33,0.68,0.43
2016-03-24,969.0,38.33,5.1,0.46
2016-03-23,954.67,38.84,4.95,0.46
2016-03-22,31.67,40.54,8.48,0.46
2016-03-21,64.67,39.91,5.55,0.45
2016-03-18,112.67,39.26,9.68,0.45
2016-03-17,113.0,39.29,7.8,0.44
2016-03-16,30.0,38.38,2.56,0.43
2016-03-15,45.33,37.49,0.99,0.44
2016-03-14,74.67,38.06,8.32,0.44
2016-03-11,49.0,39.41,7.13,0.41
2016-03-10,54.67,38.63,4.87,0.41
2016-03-09,15.33,40.26,2.22,0.4
2016-03-08,958.67,39.16,3.56,0.4
2016-03-07,993.0,39.02,1.08,0.39
2016-03-04,983.0,37.61,0.0,0.4
2016-03-03,947.33,35.75,0.0,0.4
2016-03-02,941.0,36.38,0.0,0.41
2016-03-01,925.33,35.73,6.41,0.41
2016-02-29,941.67,35.92,5.44,0.39
2016-02-26,878.33,35.76,0.04,0.39
2016-02-25,936.67,32.83,0.04,0.39
2016-02-24,920.0,31.5,0.01,0.39
2016-02-23,889.0,31.9,0.97,0.39
2016-02-22,877.67,33.59,0.12,0.38
2016-02-19,840.0,31.66,0.0,0.39
2016-02-18,904.33,33.2,0.0,0.39
2016-02-17,871.33,33.21,0.01,0.39
2016-02-16,832.67,31.09,0.0,0.39
2016-02-15,839.5,,0.0,0.39
2016-02-12,846.33,31.8,0.0,0.39
2016-02-11,793.0,28.82,0.0,0.39
2016-02-10,833.0,29.64,0.0,0.39
2016-02-09,847.33,30.15,0.0,0.4
2016-02-08,860.33,31.64,0.0,0.4
2016-02-05,793.67,32.35,0.0,0.4
2016-02-04,774.0,32.76,0.0,0.4
2016-02-03,840.0,32.38,0.0,0.4
2016-02-02,766.33,30.98,0.0,0.4
2016-02-01,868.67,32.45,0.0,0.4
2016-01-29,762.67,33.14,0.0,0.41
2016-01-28,792.67,33.01,0.0,0.41
2016-01-27,765.33,31.83,0.0,0.41
2016-01-26,830.33,30.94,0.0,0.41
2016-01-25,824.33,29.82,0.03,0.41
2016-01-22,875.0,30.46,0.01,0.41
2016-01-21,865.0,27.59,0.27,0.41
2016-01-20,800.0,26.01,0.25,0.41
2016-01-19,928.67,27.36,0.06,0.41
2016-01-18,920.17,27.36,0.14,0.41
2016-01-15,911.67,28.8,0.0,0.41
2016-01-14,853.33,28.84,0.0,0.41
2016-01-13,894.33,28.58,0.0,0.41
2016-01-12,874.0,29.14,0.0,0.41
2016-01-11,894.33,30.14,0.0,0.42
2016-01-08,11.0,31.67,0.0,0.42
2016-01-07,969.0,33.57,0.0,0.43
2016-01-06,978.0,33.89,0.0,0.43
2016-01-05,61.67,35.56,0.0,0.43
2016-01-04,128.0,36.28,0.0,0.43
2015-12-31,208.33,36.61,0.0,0.43
2015-12-30,214.67,35.65,0.0,0.44
2015-12-29,202.67,36.85,0.0,0.44
2015-12-28,193.67,37.08,0.0,0.44
2015-12-24,211.33,37.22,0.0,0.45
2015-12-23,245.67,35.79,0.0,0.45
2015-12-22,188.67,35.26,0.0,0.45
2015-12-21,234.33,35.34,0.0,0.45
2015-12-18,249.33,36.76,0.0,0.45
2015-12-17,253.33,36.29,0.0,0.46
2015-12-16,286.67,36.96,0.0,0.46
2015-12-15,346.33,37.66,0.01,0.46
2015-12-14,368.33,36.51,0.01,0.47
2015-12-11,346.33,36.99,0.0,0.48
2015-12-10,341.67,38.65,0.0,0.48
2015-12-09,367.33,39.04,0.0,0.48
2015-12-08,314.33,39.44,0.0,0.48
2015-12-07,403.67,39.69,0.0,0.48
2015-12-04,381.0,41.44,3.4,0.49
2015-12-03,373.0,42.0,3.26,0.48
2015-12-02,331.33,41.92,2.3,0.48
2015-12-01,335.0,42.97,0.05,0.48
2015-11-30,331.67,43.73,0.02,0.49
2015-11-27,305.0,43.07,0.41,0.51
2015-11-26,304.83,43.55,3.61,0.51
2015-11-25,304.67,43.56,2.68,0.5
2015-11-24,335.67,44.38,0.2,0.51
2015-11-23,310.0,43.7,0.2,0.51
2015-11-20,361.67,42.49,0.13,0.52
2015-11-19,376.67,42.22,0.78,0.52
2015-11-18,340.0,41.45,0.59,0.53
2015-11-17,356.33,41.28,0.3,0.53
2015-11-16,364.67,40.28,0.03,0.54
2015-11-13,348.33,41.98,0.76,0.57
2015-11-12,310.0,44.98,1.37,0.58
2015-11-11,305.67,44.98,7.24,0.59
2015-11-10,272.0,46.44,6.63,0.57
2015-11-09,193.33,45.38,3.89,0.57
2015-11-06,231.0,46.09,2.87,0.58
2015-11-05,267.67,47.19,2.62,0.59
2015-11-04,228.33,46.96,3.03,0.59
2015-11-03,289.0,48.0,0.6,0.6
2015-11-02,291.0,47.91,3.87,0.62
2015-10-30,256.0,48.0,5.22,0.57
2015-10-29,217.0,48.04,3.39,0.57
2015-10-28,213.67,47.6,6.1,0.57
2015-10-27,193.67,45.54,6.52,0.57
2015-10-26,182.0,46.57,6.73,0.57
2015-10-23,130.0,46.3,9.96,0.59
2015-10-22,140.0,46.59,8.74,0.58
2015-10-21,137.0,46.72,8.76,0.58
2015-10-20,194.67,46.93,7.86,0.56
2015-10-19,165.67,47.51,4.69,0.56
2015-10-16,118.67,48.96,4.67,0.59
2015-10-15,106.67,47.87,8.86,0.59
2015-10-14,107.67,48.25,8.85,0.58
2015-10-13,117.0,48.94,7.44,0.58
2015-10-12,90.67,50.95,9.93,0.57
2015-10-09,56.67,52.08,2.15,0.57
2015-10-08,66.67,52.13,3.66,0.59
2015-10-07,67.67,51.66,19.83,0.58
2015-10-06,81.33,51.34,8.79,0.56
2015-10-05,91.0,49.45,10.28,0.56
2015-10-02,97.0,46.55,3.15,0.59
2015-10-01,107.0,47.48,9.51,0.6
2015-09-30,120.33,47.29,6.7,0.6
2015-09-29,177.33,47.58,53.76,0.59
2015-09-28,237.67,46.04,9.29,0.52
2015-09-25,269.0,47.28,12.05,0.48
2015-09-24,291.67,47.06,4.01,0.48
2015-09-23,303.67,48.0,11.97,0.47
2015-09-22,297.33,46.69,1.44,0.45
2015-09-21,295.67,47.64,1.98,0.45
2015-09-18,303.33,47.28,0.68,0.47
2015-09-17,269.67,48.27,3.04,0.48
2015-09-16,241.0,49.35,4.74,0.48
2015-09-15,213.33,45.91,6.75,0.47
2015-09-14,272.67,45.87,3.37,0.46
2015-09-11,245.0,46.87,0.64,0.46
2015-09-10,255.0,47.77,1.01,0.47
2015-09-09,256.33,48.04,3.96,0.47
2015-09-08,212.0,48.88,0.99,0.48
2015-09-07,185.5,46.42,1.46,0.48
2015-09-04,159.0,48.59,1.65,0.49
2015-09-03,110.67,50.41,0.6,0.5
2015-09-02,88.67,47.67,5.69,0.5
2015-09-01,130.67,48.8,2.21,0.5
2015-08-31,102.0,47.97,2.15,0.51
2015-08-28,90.0,47.97,7.01,0.53
2015-08-27,104.67,44.46,16.78,0.51
2015-08-26,93.67,41.76,1.77,0.51
2015-08-25,96.0,41.86,5.79,0.52
2015-08-24,91.0,41.59,6.17,0.51
2015-08-21,78.33,43.84,8.75,0.5
2015-08-20,123.67,45.63,6.4,0.48
2015-08-19,104.67,45.75,4.64,0.48
2015-08-18,77.33,47.0,2.42,0.48
2015-08-17,56.33,47.77,1.9,0.48
2015-08-14,56.67,47.79,3.31,0.48
2015-08-13,64.67,48.01,2.23,0.49
2015-08-12,34.33,48.29,1.67,0.49
2015-08-11,92.33,47.33,8.78,0.49
2015-08-10,105.0,48.3,7.0,0.48
2015-08-07,117.67,47.54,5.98,0.48
2015-08-06,70.67,47.8,1.08,0.47
2015-08-05,127.0,49.04,0.29,0.47
2015-08-04,175.33,49.08,2.2,0.48
2015-08-03,174.33,49.49,1.36,0.48
2015-07-31,214.33,53.29,0.19,0.48
2015-07-30,230.0,54.29,0.1,0.48
2015-07-29,222.67,54.73,0.29,0.49
2015-07-28,209.0,54.3,1.23,0.5
2015-07-27,194.67,54.07,0.49,0.5
2015-07-24,186.0,54.29,1.03,0.52
2015-07-23,243.33,55.76,0.76,0.53
2015-07-22,275.0,56.36,5.93,0.53
2015-07-21,332.67,55.94,9.45,0.52
2015-07-20,348.67,56.42,2.36,0.52
2015-07-17,338.33,56.38,2.2,0.54
2015-07-16,344.0,57.31,5.82,0.55
2015-07-15,346.67,57.34,4.25,0.55
2015-07-14,358.67,57.2,5.88,0.55
2015-07-13,298.67,57.63,10.9,0.54
2015-07-10,290.67,57.72,4.26,0.52
2015-07-09,265.67,57.83,1.97,0.51
2015-07-08,238.0,55.7,2.18,0.51
2015-07-07,243.33,54.72,1.62,0.52
2015-07-06,267.67,57.19,1.16,0.52
2015-07-03,271.5,59.06,12.92,0.52
2015-07-02,275.33,61.73,5.36,0.5
2015-07-01,262.33,61.65,3.67,0.5
2015-06-30,263.0,60.31,3.77,0.5
2015-06-29,314.33,59.03,1.93,0.51
2015-06-26,304.67,60.14,1.39,0.51
2015-06-25,255.33,60.24,0.84,0.51
2015-06-24,271.67,61.63,2.75,0.52
2015-06-23,233.67,61.67,1.35,0.52
2015-06-22,268.67,60.54,3.48,0.52
2015-06-19,240.33,59.41,1.37,0.53
2015-06-18,269.67,61.37,1.43,0.54
2015-06-17,205.67,60.75,1.99,0.55
2015-06-16,220.0,60.75,1.49,0.55
2015-06-15,185.0,60.99,2.64,0.57
2015-06-12,142.33,63.19,2.74,0.58
2015-06-11,96.33,63.76,8.47,0.59
2015-06-10,116.33,64.68,15.09,0.57
2015-06-09,102.33,63.23,10.37,0.55
2015-06-08,107.67,61.33,9.12,0.55
2015-06-05,103.33,60.36,8.44,0.55
2015-06-04,107.0,60.34,4.23,0.55
2015-06-03,130.0,62.78,11.03,0.54
2015-06-02,108.67,63.14,11.04,0.53
2015-06-01,53.67,62.87,7.27,0.52
2015-05-29,83.33,63.16,1.26,0.52
2015-05-28,109.33,60.12,2.62,0.52
2015-05-27,119.67,61.35,4.54,0.52
2015-05-26,135.33,61.65,2.6,0.52
2015-05-22,131.33,64.7,5.07,0.52
2015-05-21,155.33,64.7,2.77,0.53
2015-05-20,102.67,63.52,0.72,0.54
2015-05-19,127.33,63.48,14.53,0.55
2015-05-18,126.33,65.15,13.81,0.51
2015-05-15,115.33,64.69,3.17,0.51
2015-05-14,74.67,65.58,4.96,0.51
2015-05-13,46.67,66.33,5.1,0.51
2015-05-12,32.33,65.09,5.75,0.51
2015-05-11,988.33,62.82,3.03,0.51
2015-05-08,934.67,63.82,1.14,0.52
2015-05-07,920.0,64.93,0.56,0.53
2015-05-06,905.0,66.22,0.35,0.54
2015-05-05,925.67,65.44,5.08,0.55
2015-05-04,874.0,64.62,16.64,0.55
2015-05-01,875.0,64.13,8.17,0.51
2015-04-30,927.33,63.9,2.98,0.52
2015-04-29,931.0,63.97,4.99,0.52
2015-04-28,906.67,62.61,3.03,0.52
2015-04-27,903.67,62.86,1.69,0.52
2015-04-24,866.0,62.96,8.21,0.52
2015-04-23,789.67,62.66,7.62,0.51
2015-04-22,773.0,60.12,8.08,0.5
2015-04-21,771.67,60.12,8.14,0.49
2015-04-20,777.67,61.2,2.55,0.48
2015-04-17,824.67,61.31,0.1,0.5
2015-04-16,850.67,60.13,0.39,0.51
2015-04-15,808.33,59.32,0.45,0.52
2015-04-14,843.67,57.69,1.74,0.52
2015-04-13,794.0,57.14,0.64,0.53
2015-04-10,775.0,56.82,0.63,0.51
2015-04-09,783.33,56.04,7.82,0.51
2015-04-08,782.0,56.42,8.73,0.49
2015-04-07,776.67,57.55,6.5,0.48
2015-04-06,784.0,55.73,2.24,0.47
2015-04-02,758.0,55.73,1.56,0.48
2015-04-01,742.0,55.73,0.59,0.48
2015-03-31,703.67,53.69,0.96,0.48
2015-03-30,685.67,53.99,1.05,0.49
2015-03-27,741.33,56.44,4.89,0.51
2015-03-26,758.33,57.02,2.17,0.5
2015-03-25,771.67,54.18,3.09,0.51
2015-03-24,772.0,53.61,2.11,0.51
2015-03-23,755.33,53.82,3.05,0.52
2015-03-20,771.0,53.88,0.77,0.51
2015-03-19,706.33,52.96,0.24,0.52
2015-03-18,747.0,52.59,1.58,0.52
2015-03-17,783.33,52.17,3.85,0.52
2015-03-16,783.0,52.0,6.52,0.52
2015-03-13,815.0,54.8,15.23,0.51
2015-03-12,831.0,56.66,4.65,0.49
2015-03-11,834.67,56.46,1.66,0.49
2015-03-10,896.33,55.95,14.56,0.49
2015-03-09,918.67,58.67,1.79,0.47
2015-03-06,921.0,59.15,2.86,0.48
2015-03-05,974.33,60.33,2.15,0.47
2015-03-04,983.0,59.18,0.37,0.48
2015-03-03,16.0,61.18,0.0,0.48
2015-03-02,990.0,60.75,0.0,0.48
2015-02-27,1.0,61.89,0.75,0.51
2015-02-26,963.0,61.39,0.21,0.52
2015-02-25,949.67,59.77,0.12,0.52
2015-02-24,997.0,60.33,0.22,0.54
2015-02-23,980.0,59.78,0.29,0.55
2015-02-20,959.0,60.99,1.98,0.53
2015-02-19,941.33,58.78,7.23,0.53
2015-02-18,949.0,60.72,0.24,0.53
2015-02-17,920.33,60.78,0.47,0.55
2015-02-16,921.0,61.57,6.71,0.55
2015-02-13,921.67,60.33,0.31,0.56
2015-02-12,928.0,56.23,24.98,0.55
2015-02-11,877.33,53.48,7.6,0.52
2015-02-10,856.0,55.79,3.95,0.51
2015-02-09,858.0,57.0,6.31,0.5
2015-02-06,773.33,55.88,6.89,0.49
2015-02-05,753.33,55.98,4.08,0.48
2015-02-04,730.67,55.07,1.31,0.48
2015-02-03,703.67,54.41,1.5,0.48
2015-02-02,677.0,51.74,0.69,0.48
2015-01-30,691.67,47.52,0.01,0.48
2015-01-29,691.67,46.61,0.01,0.48
2015-01-28,718.0,47.07,0.01,0.48
2015-01-27,747.67,46.55,0.02,0.49
2015-01-26,737.33,46.07,0.03,0.49
2015-01-23,759.0,46.69,1.44,0.51
2015-01-22,799.67,46.09,1.45,0.51
2015-01-21,844.33,46.5,1.34,0.51
2015-01-20,916.33,46.49,0.05,0.51
2015-01-19,923.67,,0.03,0.51
2015-01-16,931.0,47.38,0.0,0.52
2015-01-15,962.67,47.66,0.0,0.52
2015-01-14,976.0,45.82,0.0,0.52
2015-01-13,973.33,45.13,0.0,0.52
2015-01-12,980.0,46.9,0.0,0.52
2015-01-09,938.67,47.64,0.0,0.52
2015-01-08,965.0,49.43,0.0,0.52
2015-01-07,900.0,49.06,0.0,0.53
2015-01-06,882.0,50.12,0.0,0.53
2015-01-05,927.67,51.08,0.0,0.53
2015-01-02,930.67,55.38,0.0,0.55
2014-12-31,895.0,55.27,0.0,0.55
2014-12-30,954.67,55.6,0.0,0.55
2014-12-29,945.33,57.86,0.0,0.56
2014-12-26,925.33,58.72,0.0,0.57
2014-12-24,949.67,58.67,0.01,0.58
2014-12-23,939.33,59.07,0.11,0.58
2014-12-22,961.0,58.31,0.0,0.59
2014-12-19,958.0,58.87,3.84,0.59
2014-12-18,943.0,58.81,2.22,0.59
2014-12-17,901.33,59.84,0.02,0.59
2014-12-16,896.33,60.26,0.0,0.59
2014-12-15,864.0,61.09,0.0,0.59
2014-12-12,853.67,61.67,0.03,0.6
2014-12-11,846.33,63.65,0.23,0.6
2014-12-10,918.0,63.32,0.14,0.61
2014-12-09,933.33,66.11,0.55,0.62
2014-12-08,894.33,65.64,0.56,0.62
2014-12-05,885.67,68.0,2.97,0.62
2014-12-04,861.33,68.48,1.74,0.63
2014-12-03,847.67,70.13,3.16,0.63
2014-12-02,852.0,71.13,1.58,0.63
2014-12-01,889.33,70.87,3.28,0.64
2014-11-28,852.33,71.89,4.71,0.64
2014-11-27,861.0,,5.17,0.63
2014-11-26,869.67,77.39,2.03,0.63
2014-11-25,815.0,77.62,2.69,0.63
2014-11-24,865.0,79.62,4.67,0.63
2014-11-21,822.67,79.2,2.17,0.63
2014-11-20,823.67,77.61,3.06,0.63
2014-11-19,826.67,77.21,1.67,0.63
2014-11-18,808.0,77.23,1.79,0.64
2014-11-17,820.33,76.86,3.59,0.64
2014-11-14,809.0,77.51,2.26,0.65
2014-11-13,815.67,77.74,1.58,0.65
2014-11-12,855.0,80.42,1.5,0.66
2014-11-11,919.0,80.94,3.21,0.66
2014-11-10,902.33,82.9,3.46,0.66
2014-11-07,874.67,83.2,3.14,0.67
2014-11-06,875.33,82.08,3.98,0.68
2014-11-05,865.0,82.88,10.66,0.67
2014-11-04,883.33,82.12,15.17,0.66
2014-11-03,862.67,84.9,7.12,0.65
2014-10-31,890.67,84.17,2.6,0.66
2014-10-30,938.0,85.5,5.88,0.65
2014-10-29,926.67,86.91,5.36,0.64
2014-10-28,922.0,85.57,2.7,0.64
2014-10-27,950.0,85.64,1.79,0.64
2014-10-24,26.33,86.0,0.61,0.65
2014-10-23,87.67,85.94,0.83,0.65
2014-10-22,88.33,86.38,1.7,0.66
2014-10-21,91.0,85.17,1.6,0.66
2014-10-20,102.33,84.42,4.95,0.66
2014-10-17,89.67,85.27,3.06,0.67
2014-10-16,48.67,84.02,2.87,0.68
2014-10-15,110.0,84.02,3.67,0.68
2014-10-14,91.0,86.36,7.45,0.69
2014-10-13,41.67,87.82,6.3,0.68
2014-10-10,126.67,88.66,2.56,0.67
2014-10-09,35.33,90.47,2.66,0.68
2014-10-08,20.67,90.25,7.34,0.68
2014-10-07,35.33,90.9,4.61,0.68
2014-10-06,57.33,90.65,3.79,0.68
2014-10-03,44.33,90.8,8.39,0.69
2014-10-02,66.67,,7.45,0.68
2014-10-01,151.67,,9.36,0.68
2014-09-30,262.0,,4.69,0.67
2014-09-29,278.33,95.7,5.15,0.68
2014-09-26,277.0,95.08,9.52,0.7
2014-09-25,289.67,95.2,7.28,0.7
2014-09-24,328.0,94.53,19.75,0.7
2014-09-23,259.33,94.87,17.13,0.68
2014-09-22,288.67,95.37,7.32,0.67
2014-09-19,232.33,96.75,10.95,0.67
2014-09-18,163.67,96.82,6.03,0.68
2014-09-17,127.67,97.7,11.26,0.68
2014-09-16,61.67,97.39,19.33,0.66
2014-09-15,47.0,96.43,10.69,0.64
2014-09-12,48.33,96.31,5.58,0.64
2014-09-11,23.33,96.42,2.82,0.64
2014-09-10,49.67,96.26,8.36,0.64
2014-09-09,67.0,98.08,4.93,0.63
2014-09-08,57.67,99.53,4.34,0.63
2014-09-05,83.0,99.51,2.78,0.64
2014-09-04,125.33,101.21,2.92,0.64
2014-09-03,136.0,100.88,2.25,0.65
2014-09-02,147.0,100.21,10.36,0.65
2014-09-01,177.5,,7.57,0.64
2014-08-29,208.0,101.12,3.16,0.64
2014-08-28,211.33,100.71,2.47,0.65
2014-08-27,192.33,100.4,7.7,0.65
2014-08-26,204.33,100.5,8.29,0.64
2014-08-25,214.33,100.49,4.03,0.64
2014-08-22,181.0,100.09,4.06,0.66
2014-08-21,182.33,100.28,14.11,0.67
2014-08-20,209.33,99.92,12.95,0.66
2014-08-19,191.0,99.74,14.29,0.65
2014-08-18,243.33,99.37,1.74,0.64
2014-08-15,226.0,101.13,3.07,0.61
2014-08-14,210.33,101.15,0.46,0.62
2014-08-13,226.0,102.27,5.0,0.62
2014-08-12,230.33,101.68,6.31,0.62
2014-08-11,217.33,103.47,2.62,0.62
2014-08-08,209.33,103.36,6.18,0.62
2014-08-07,215.33,104.02,2.92,0.62
2014-08-06,200.67,104.17,5.77,0.62
2014-08-05,183.0,102.82,8.21,0.62
2014-08-04,173.67,103.63,4.06,0.61
2014-08-01,180.0,103.45,0.97,0.61
2014-07-31,181.33,104.94,4.99,0.61
2014-07-30,180.0,106.47,1.96,0.6
2014-07-29,158.67,106.98,0.34,0.61
2014-07-28,147.67,106.7,0.35,0.61
2014-07-25,159.67,106.89,0.44,0.63
2014-07-24,155.33,105.78,2.96,0.64
2014-07-23,156.67,106.85,4.56,0.63
2014-07-22,108.0,106.48,2.96,0.64
2014-07-21,112.67,105.71,1.88,0.65
2014-07-18,80.0,106.03,11.03,0.66
2014-07-17,55.33,106.04,11.24,0.65
